TID,Module,TestCase Description,PreCondition,TestSteps,Expected Result,Actual Result,Status,Executed QA Name,Misc (Comments),Priority,Is Automated
TID_0280,Add to Cart,[Invalid] Add to Cart test case 20 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0281,Add to Cart,[Invalid] Add to Cart test case 21 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0282,Add to Cart,[Invalid] Add to Cart test case 22 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,Yes
TID_0283,Add to Cart,[Invalid] Add to Cart test case 23 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0284,Add to Cart,[Invalid] Add to Cart test case 24 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0285,Add to Cart,[Invalid] Add to Cart test case 25 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,Yes
TID_0286,Add to Cart,[Invalid] Add to Cart test case 26 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0287,Add to Cart,[Invalid] Add to Cart test case 27 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0288,Add to Cart,[Invalid] Add to Cart test case 28 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,Yes
TID_0289,Add to Cart,[Invalid] Add to Cart test case 29 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0290,Add to Cart,[Invalid] Add to Cart test case 30 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0291,Add to Cart,[Invalid] Add to Cart test case 31 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,Yes
TID_0292,Add to Cart,[Invalid] Add to Cart test case 32 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0293,Add to Cart,[Invalid] Add to Cart test case 33 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0294,Add to Cart,[Invalid] Add to Cart test case 34 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,Yes
TID_0295,Add to Cart,[Invalid] Add to Cart test case 35 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0296,Add to Cart,[Invalid] Add to Cart test case 36 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0297,Add to Cart,[Invalid] Add to Cart test case 37 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,Yes
TID_0298,Add to Cart,[Invalid] Add to Cart test case 38 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0299,Add to Cart,[Invalid] Add to Cart test case 39 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0300,Add to Cart,[Invalid] Add to Cart test case 40 - verify error handling,User has invalid / boundary / malformed data for Add to Cart module,"1. Navigate to Add to Cart section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,Yes
TID_0301,Order Management,[Valid] Order Management test case 1 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0302,Order Management,[Valid] Order Management test case 2 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0303,Order Management,[Valid] Order Management test case 3 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,Yes
TID_0304,Order Management,[Valid] Order Management test case 4 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0305,Order Management,[Valid] Order Management test case 5 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0306,Order Management,[Valid] Order Management test case 6 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,Yes
TID_0307,Order Management,[Valid] Order Management test case 7 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0308,Order Management,[Valid] Order Management test case 8 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0309,Order Management,[Valid] Order Management test case 9 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,Yes
TID_0310,Order Management,[Valid] Order Management test case 10 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0311,Order Management,[Valid] Order Management test case 11 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0312,Order Management,[Valid] Order Management test case 12 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,Yes
TID_0313,Order Management,[Valid] Order Management test case 13 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0314,Order Management,[Valid] Order Management test case 14 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0315,Order Management,[Valid] Order Management test case 15 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,Yes
TID_0316,Order Management,[Valid] Order Management test case 16 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0317,Order Management,[Valid] Order Management test case 17 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0318,Order Management,[Valid] Order Management test case 18 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,Yes
TID_0319,Order Management,[Valid] Order Management test case 19 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0320,Order Management,[Valid] Order Management test case 20 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0321,Order Management,[Valid] Order Management test case 21 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,Yes
TID_0322,Order Management,[Valid] Order Management test case 22 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0323,Order Management,[Valid] Order Management test case 23 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0324,Order Management,[Valid] Order Management test case 24 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,Yes
TID_0325,Order Management,[Valid] Order Management test case 25 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0326,Order Management,[Valid] Order Management test case 26 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0327,Order Management,[Valid] Order Management test case 27 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,Yes
TID_0328,Order Management,[Valid] Order Management test case 28 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0329,Order Management,[Valid] Order Management test case 29 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0330,Order Management,[Valid] Order Management test case 30 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,Yes
TID_0331,Order Management,[Valid] Order Management test case 31 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0332,Order Management,[Valid] Order Management test case 32 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0333,Order Management,[Valid] Order Management test case 33 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,Yes
TID_0334,Order Management,[Valid] Order Management test case 34 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0335,Order Management,[Valid] Order Management test case 35 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0336,Order Management,[Valid] Order Management test case 36 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,Yes
TID_0337,Order Management,[Valid] Order Management test case 37 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0338,Order Management,[Valid] Order Management test case 38 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0339,Order Management,[Valid] Order Management test case 39 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,Yes
TID_0340,Order Management,[Valid] Order Management test case 40 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0341,Order Management,[Valid] Order Management test case 41 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0342,Order Management,[Valid] Order Management test case 42 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,Yes
TID_0343,Order Management,[Valid] Order Management test case 43 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0344,Order Management,[Valid] Order Management test case 44 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0345,Order Management,[Valid] Order Management test case 45 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,Yes
TID_0346,Order Management,[Valid] Order Management test case 46 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0347,Order Management,[Valid] Order Management test case 47 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0348,Order Management,[Valid] Order Management test case 48 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,Yes
TID_0349,Order Management,[Valid] Order Management test case 49 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0350,Order Management,[Valid] Order Management test case 50 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0351,Order Management,[Valid] Order Management test case 51 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,Yes
TID_0352,Order Management,[Valid] Order Management test case 52 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0353,Order Management,[Valid] Order Management test case 53 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0354,Order Management,[Valid] Order Management test case 54 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,Yes
TID_0355,Order Management,[Valid] Order Management test case 55 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0356,Order Management,[Valid] Order Management test case 56 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0357,Order Management,[Valid] Order Management test case 57 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,Yes
TID_0358,Order Management,[Valid] Order Management test case 58 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0359,Order Management,[Valid] Order Management test case 59 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0360,Order Management,[Valid] Order Management test case 60 - verify successful flow,User has valid credentials / data for Order Management module,"1. Navigate to Order Management section
2. Enter valid inputs
3. Submit the form / perform action",Order Management operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,Yes
TID_0361,Order Management,[Invalid] Order Management test case 1 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0362,Order Management,[Invalid] Order Management test case 2 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0363,Order Management,[Invalid] Order Management test case 3 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,Yes
TID_0364,Order Management,[Invalid] Order Management test case 4 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0365,Order Management,[Invalid] Order Management test case 5 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0366,Order Management,[Invalid] Order Management test case 6 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,Yes
TID_0367,Order Management,[Invalid] Order Management test case 7 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0368,Order Management,[Invalid] Order Management test case 8 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0369,Order Management,[Invalid] Order Management test case 9 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,Yes
TID_0370,Order Management,[Invalid] Order Management test case 10 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0371,Order Management,[Invalid] Order Management test case 11 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0372,Order Management,[Invalid] Order Management test case 12 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,Yes
TID_0373,Order Management,[Invalid] Order Management test case 13 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0374,Order Management,[Invalid] Order Management test case 14 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0375,Order Management,[Invalid] Order Management test case 15 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,Yes
TID_0376,Order Management,[Invalid] Order Management test case 16 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0377,Order Management,[Invalid] Order Management test case 17 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0378,Order Management,[Invalid] Order Management test case 18 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,Yes
TID_0379,Order Management,[Invalid] Order Management test case 19 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0380,Order Management,[Invalid] Order Management test case 20 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0381,Order Management,[Invalid] Order Management test case 21 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,Yes
TID_0382,Order Management,[Invalid] Order Management test case 22 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0383,Order Management,[Invalid] Order Management test case 23 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0384,Order Management,[Invalid] Order Management test case 24 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,Yes
TID_0385,Order Management,[Invalid] Order Management test case 25 - verify error handling,User has invalid / boundary / malformed data for Order Management module,"1. Navigate to Order Management section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
